tweet id,name,username,tweet text,reference type,reference id,created at,like,quote,reply,retweet,tweet url,mentions,hashtags
1503262059374383105,Lenny Selly,lenny_selly1,Densus 88 siap berikan penjelasan lengkap terkait tindakan menembak mati tersangka teroris Dokter Sunardi https://t.co/cGsCMaPdx2,original,,2022-03-14T06:49:38.000Z,0,0,0,0,https://twitter.com/lenny_selly1/status/1503262059374383105,,
1503262053691432960,☂️.siberco.🌂,Bercosi1,@RD_4WR1212 Jaksa PENAKUT sm teroris.  Tuntutan ORA MUTU !!,replied_to,1.5032399945421087e+18,2022-03-14T06:49:37.000Z,0,0,0,0,https://twitter.com/Bercosi1/status/1503262053691432960,@RD_4WR1212,
1503261894186237953,Polisi.id,polisiid1,"SUKOHARJO - Kematian dokter Sunardi, tersangka teroris yang ditembak densus 88 AT di Sukoharjo, menyatakan ikhlas dengan peristiwa yang menimpa pria petinggi Hilal Ahmar Society tersebut.

https://t.co/cS6qQMmXPI https://t.co/kltvRMX7DC",original,,2022-03-14T06:48:59.000Z,1,0,0,0,https://twitter.com/polisiid1/status/1503261894186237953,,
1503261893254791169,kurakurabersayap🇮🇩,kurakurabrsayap,"@Dennysiregar7 Lagi di repetin sama opung nya kalii bg den .
Berani"" nya belain teroris",replied_to,1.5032611138189025e+18,2022-03-14T06:48:59.000Z,1,0,0,1,https://twitter.com/kurakurabrsayap/status/1503261893254791169,@Dennysiregar7,
1503261852654252032,Media News,Julian303,"@alextham878 sudah2 lah sudah ....  tak perlu pikir mereka teroris atau bukan; yang kau anggap teroris itu sudah mati,  tak usah dipikiri ada bidadari apa tidak. bukan urusan  mu .

urusi saja umurmu , mati nggak mesti tua nggak mesti sakit . 
urusi saja antri minyak goreng sama emakmu 😂",replied_to,1.5029839516775424e+18,2022-03-14T06:48:49.000Z,0,0,0,0,https://twitter.com/Julian303/status/1503261852654252032,@alextham878,
1503261842801848326,Santi Dewi,SantiDewwy,burhan burhan dokter teroris dr. Sunardi. petinggi Jamaah ISlamiyah &amp; oendiri sayap organisasi JI adalah HASI. yg kyk gini mw dibela??? https://t.co/lh8nnSmGWm,original,,2022-03-14T06:48:47.000Z,0,0,0,0,https://twitter.com/SantiDewwy/status/1503261842801848326,,
1503261625641762816,Qarin Ayutia,QAyutia,bukti bukti dokter teroris dr. Sunardi. petinggi Jamaah ISlamiyah dan oendiri sayap organisasi JI yaitu HASI. yang kayak gini mo dibela??? https://t.co/NadmMetSmn,original,,2022-03-14T06:47:55.000Z,0,0,0,0,https://twitter.com/QAyutia/status/1503261625641762816,,
1503261475523428355,Cahyo Herlambang,Cahyo_Hrl,@mochamadarip Pendukung ideologi ISIS tapi ogah di panggil teroris 🤮,replied_to,1.5029366594107064e+18,2022-03-14T06:47:19.000Z,1,0,0,0,https://twitter.com/Cahyo_Hrl/status/1503261475523428355,@mochamadarip,
1503261430467858433,Pura-Pura,Lampu_Jin,@Shanghong20 @MysterElmurad @sunflow7888 @StopPlandemit Pki yang udah punah aja masih di pake oleh gerombolan yaman pesek apalagi teroris hti yang masih jelas setannya.. Contoh emak-emak berdaster seperti riziek Shihab si cabulers dan pengikutnya saat demo nasi bungkus 😁😁,replied_to,1.5032593433570222e+18,2022-03-14T06:47:08.000Z,0,0,1,0,https://twitter.com/Lampu_Jin/status/1503261430467858433,"@Shanghong20,@MysterElmurad,@sunflow7888,@StopPlandemit",
1503261399585202177,goplogesss,goplogesss,"*Keluarga Sunardi Ikhlas, Anggap Kematian Dokter itu Adalah Jalan Terbaik*

SUKOHARJO - Kematian dokter Sunardi, tersangka teroris yang ditembak densus 88 AT di Sukoharjo, menyatakan ikhlas dengan peristiwa yang menimpa pria petinggi Hilal Ahmar Society tersebut. https://t.co/a0Uc7aRKGs",original,,2022-03-14T06:47:01.000Z,0,0,0,0,https://twitter.com/goplogesss/status/1503261399585202177,,
